text,label,source
"Hi Mrbeast, how are you? I'm a big fan of yours. This is Ryhan speaking. Send me a shoutout. I watch your channel every day and I'm also a subscriber to your channel. So that's it!",,Tiktok
Moot up.i moot back,,Tiktok
Moot up beast,,Tiktok
Why is blud following Vexbolts,,Tiktok
dang so many likes thats massive wanna Know what else is massive?,,Tiktok
blud follows @Vexbolts,,Tiktok
I saw your last 5 million dollar challenge and I'm looking forward to the second part.,,Tiktok
unexpected edit❌️unexpected account✅️,,Tiktok
Even bro followed vexbolts,,Tiktok
 [photo],,Tiktok
bro do the season 2 squid game,,Tiktok
When is the next episode coming,,Tiktok
@✞ Zhora🇦🇲 ✞ @Mika @⚽︎ ✞ _Garo_ ✞🇦🇲 @Daniel ✝️ @Doakes @i.j.h.m @Luca🇦🇲🥊 @🪩🍓🎱 @elliee🇵🇭✝️🛐 @F40 @terezaabelyann @𝔐༄ @davisogo1 @Law By Mike @DanaWhite @Zack D. Films @Ray William Johnson,,Tiktok
THE LOOOWWWWWWWWWWWWWWWWWWWWWWW TAPPPPPPEERRR FADEEE,,Tiktok
Bro follows vexbolts,,Tiktok
Ninja collab before GTA6?,,Tiktok
Bro mrbeast knows the best meme🙏,,Tiktok
This is crazy,,Tiktok
mr beast,,Tiktok
Even Mr beast is dragging it🤣,,Tiktok
mr beast,,Tiktok
3rd episode of Dexter also dropped 🙏,,Tiktok
MR BEAST CAN EDIT?!,,Tiktok
mr beast,,Tiktok
mr beast,,Tiktok
Mr beast,,Tiktok
My beast,,Tiktok
@Snickers Reep @Zenno @bateatingbanana7,,Tiktok
it so massive it took over mrbeast video,,Tiktok
"*It's the offical Mrbeast account no way it's gonna be another ed-""",,Tiktok
mr beast,,Tiktok
Mrbeast you should start a YouTube channel,,Tiktok
mr beast,,Tiktok
Mrbeast dragging low taper fade meme before GTA6 is crazy💀,,Tiktok
mr beast,,Tiktok
@Merrychrsitmas22,,Tiktok
we dragging this to 2025,,Tiktok
no way the actual mrbeast posted this 💀,,Tiktok
mr beast,,Tiktok
What have I created,,Tiktok
This can’t be real😭🙏,,Tiktok
not Malaysia 🚫 look this,,Tiktok
#massfollowing,,Tiktok
"But the question is, where is GTA 6?💜",,Tiktok
Yknow what else is matssive 🤭,,Tiktok
Beast can you bring me in your show I want to become rich 🥲😭,,Tiktok
We got mrbeast making a ninja edit before gta 6💀,,Tiktok
It’s honestly not massive anymore,,Tiktok
Mr beast pls buy TikTok 🙏 save us😭,,Tiktok
Mr beast not you too😭😭😭😭,,Tiktok
guys generally go watch his series it’s so good,,Tiktok
Hey you know what?…you should by TikTok so it DOESNT GET BANNED,,Tiktok
Must following,,Tiktok
"""You know what's also massive?"" I thought something else😭",,Tiktok
@Bennymyfatcat What the freak,,Tiktok
@MrBeast buy TikTok,,Tiktok
@MrBeast t buy TikTok,,Tiktok
Is it true that you will buy tiktok so it doesn’t get banned?,,Tiktok
djdy I think it was the 🥰🥰🥰😂,,Tiktok
#massfollowing,,Tiktok
you know what's massive. 711,,Tiktok
massive this number 117,,Tiktok
teamwork,,Tiktok
Teamwork 💸😏—>,,Tiktok
@Graham Nelson,,Tiktok
He started years ago and then we all know him as a TikTok influencer and boom that’s how we have 1 millions YouTuber billionaire,,Tiktok
massive collabe with me,,Tiktok
we want Jeremy to win 🏆,,Tiktok
follow me plz 🙏 😳,,Tiktok
Can I have a taco,,Tiktok
I will follow you back promised 🥰🥰🥰,,Tiktok
That’s really the best ai,,Tiktok
Can I see it for free I’m broke,,Tiktok
Follow me and I will follow back 🥰,,Tiktok
Not expext it from mr.cris,,Tiktok
Its 2025,,Tiktok
we are three twelve year olds that started a professional podcast its name is a.h talkz it is on tiktok youtube and instagram and we will really like any type of support,,Tiktok
I was Thinking this,,Tiktok
Mr beast should start a youtube channel,,Tiktok
why not following me 😭😭😭,,Tiktok
hola Mr Bean 😃😃😃😃😃😃,,Tiktok
m-massive.. havent heard that since last year💔,,Tiktok
imagine if everyone mass unsubscribed to mrbeast at the end of 2025,,Tiktok
@JackT17 @luckypanther,,Tiktok
Here to laugh and support you,,Tiktok
It’s so interesting I already watched episode 1 and 2 and today I’m gonna watch episode 3 and 4,,Tiktok
Love form nepal ❤️,,Tiktok
Febuary 1st 2025,,Tiktok
Once he said its massive I instantly thought of ninja,,Tiktok
pls release beast games on Netflix,,Tiktok
Mrbeast when is episode 5 coming out,,Tiktok
Can I be in the game 🙏🙏🙏😭🥺,,Tiktok
❤️❤️may allah give good health 🥰🥰,,Tiktok
hi Mr.Beast I'm from Bangladesh,,Tiktok
repost me beast,,Tiktok
As soon as he said massive I paused the video and got ready,,Tiktok
teamwork,,Tiktok
Follow my pliz ♥,,Tiktok
I follow you on YouTube,,Tiktok
Waiting for angel beats edits😭,,Tiktok
I finished the whole thing,,Tiktok
I have been watching with my dad we LOvE it it’s so intense,,Tiktok
I love Beast Game so much,,Tiktok
can I get hi from beast,,Tiktok
mr beast,,Tiktok
Mr beast doing a ninja edit before Carti dropped 💀,,Tiktok
i follow back i need 1k,,Tiktok
beast game episode,,Tiktok
bro just literally thought you know what else is massive before it happened lol,,Tiktok
HELP -I 😭 I WORE A FORK SHIRT TO SCHOOL AND THE BOYS YELLED “WOW THANOS” AND I INTRODUCED MYSELF (I have thanos voice) AND THEY ALL START STABBING ME WITH A FORK,,Tiktok
Mr.beast edits before GTA 6 is crazy...,,Tiktok
You are the one and only best,,Tiktok
and you know what else is massive?,,Tiktok
I find you’re toys in Austria,,Tiktok
Follow me everyone I need a true love,,Tiktok
Even Mr beast is dragging it😭,,Tiktok
low taperrrr FADEEEE,,Tiktok
follow me and I want to follow you back,,Tiktok
it was too much. 😦. I had so much anxiety.,,Tiktok
Thatd crazyyyy,,Tiktok
Let’s talk about how your sets are not safe watch @Rosanna Pansino podcast video on Beast games because guess what you gave a 50+ year old woman a SEVERE concussion she is still recovering,,Tiktok
We’ve got mr beast dragging low taper fade before gta 6 😭🙏,,Tiktok
When is 4 coming out?,,Tiktok
love ur vid it is so cool also in youtube,,Tiktok
VexBolts had 8.5M now he got 3M,,Tiktok
Day 1 of asking to bring back dead tv show (Arrow),,Tiktok
big fan Mr. Beast,,Tiktok
I just watched it. It’s really good.,,Tiktok
"Hello, can you organize a beast brawlstars game ?",,Tiktok
nice man of the planet 🥺,,Tiktok
we leaving bro in 2025😭,,Tiktok
jumpmaxxing was born in 2025,,Tiktok
Hi mr beast,,Tiktok
who is this guy.. 👀,,Tiktok
Mr beast u have to try to beat khaby lame ( i watched all the episodes so far,,Tiktok
Mr.beast you shouldn’t start a game show,,Tiktok
Who all came from that one video,,Tiktok
Nro whattttt,,Tiktok
Yo who edited this video,,Tiktok
Mr beats should start a discord server,,Tiktok
We got mrbeast unexpected edit before gta 6😭🙏,,Tiktok
its d4c love train here😭🙏,,Tiktok
Love this show,,Tiktok
What’s 😳wow😳,,Tiktok
hey mr beast! For how many likes under the comment will you buy me 10k robux?,,Tiktok
mr beast makes low taper fade edit before gta6,,Tiktok
2024 ahh video and comments ahh,,Tiktok
Drop in yt man,,Tiktok
You won in life if MrBeast made an edit of you 😭🙏🔥,,Tiktok
You know what else is massive?🗣️🗣️🗣️🔥🔥🔥,,Tiktok
Feeling like Mr Beast after eating the feastables,,Tiktok
"🚨 massive unfollowing of Vexbolts – December 31, 2024 🚨
.
🗓 Date: December 31, 2024
.
⏰ Time: 11:59 PM (Timezone - earth)
.
📍 Location: TikTok
.
🔥 Don’t miss it!
.
# Spread my message",,Tiktok
 [photo],,Tiktok
Bring it to 2025,,Tiktok
Let's just live him in 2024 as well,,Tiktok
"@Your.FATHA i js realized my dads friend looks like him, lowkey sounds like him and acts like him",,Tiktok
I watched it right once it came out,,Tiktok
MRBEAST USING CAPCUT FONTS BEFORE GTA VI is massive (you know what else is massive),,Tiktok
mr beast big fan big fan I love you so much I am your fan plesse reply 😭😭🙏,,Tiktok
Ngl the low taper fade meme was ninja biggest comeback [cry]🙏,,Tiktok
i watch beast games,,Tiktok
When is episode 4 coming out,,Tiktok
hi Mr beast follow meee ❤️❤️❤️❤️❤️,,Tiktok
Massive do you know what’s massive Battel Buss TUTU 😈😈😈😈😈😈😈 @Drexler @Rezon Ay,,Tiktok
Remind me when u see this😂,,Tiktok
Just for this I’m not watching it.,,Tiktok
Never expected that...,,Tiktok
Why did Mr beast just make a cold edit of ninja😭😭,,Tiktok
Even mrbeast is dragging it😭🙏🏻,,Tiktok
@eamin on Fire,,Tiktok
Keep hopelessly checking in case it’s Thursday already ep 4 hurry up 😂😂😂😂,,Tiktok
no way Mr beast done a vid about the loooow taper fade.😭,,Tiktok
We’re leaving Mr beast in 2024 too,,Tiktok
I watch all of your episodes mr beast,,Tiktok
we not bringing you to 2026,,Tiktok
We can’t watch it for free ???,,Tiktok
Moot for a present 🎁,,Tiktok
 [photo],,Tiktok
let's do the vexbolts mass unfollowing trend on mrbeast,,Tiktok
"Mr beast, at how many likes would you buy me a drum set?",,Tiktok
Hello sir I’m the real Amir,,Tiktok
When is the fully thing coming put,,Tiktok
mr beast my dream to reply to my comment,,Tiktok
Even MrBeast comments has so many likes😭,,Tiktok
must be nice buddy. must be nice to be rich,,Tiktok
@︎ [photo],,Tiktok
🎁Mrbeast should start a Youtube channel,,Tiktok
It’s such a cool show!!,,Tiktok
Mr Beast,,Tiktok
Hey mrbeast l hope you will replay to me l think l will be the first i srbia,,Tiktok
Ur the best,,Tiktok
Day 2 of trying to get mrbeast to follow me,,Tiktok
mr beast,,Tiktok
why bro vexbolts follow😭,,Tiktok
we got mr.beast doing the low taper fade meme before GTA 6,,Tiktok
I love watching it with my daughters,,Tiktok
are you participating in the mass unfollowing of vexbolts?,,Tiktok
Unexpected edit,,Tiktok
This is the best episode iv ever seen bro,,Tiktok
Vexbolts is at 20 million💔🙏,,Tiktok
Coltonwolf 😁😁👍🏻👍🏻,,Tiktok
bro is participating in the mass unfollowing vexbolt,,Tiktok
Do you know Amit,,Tiktok
🚨🚨🚨🔴🔴AFTER THE MASS MRBEAST UNFOLLOWING ON JANUARY 1ST(🚨ALL DAY EVENT🚨) MASS REFOLLOWING TO OCCUR JANUARY 6TH🔴🔴🚨🚨🚨SPREAD THE WORD🚨🚨,,Tiktok
WHEN DOES 4 COME OUTTTTTTTT I JUST WATCHED 3 AND I NEEDDDDD TO SEEEE 4,,Tiktok
can’t wait,,Tiktok
ninja gaming....free frie...my febarit.carektor walfa🥰🥰🥰,,Tiktok
Low taper fade,,Tiktok
Cold mr beast,,Tiktok
Hey mr beast come to Myanmar 🇲🇲,,Tiktok
Who is Rolando 😂,,Tiktok
What about VexBolts,,Tiktok
Anyone here in 2025👇,,Tiktok
I had one of your bars they are so nice,,Tiktok
Great vedio..all,,Tiktok
Mrbeast I Bet you 1 dollar That you won’t reply to me,,Tiktok
"I would just like you to give me a house, but I know it is impossible for you to see my comment.",,Tiktok
Hy Beast 😁,,Tiktok
the battel Bus tut meme is maviver,,Tiktok
Can I get a hi Mr beast 🥵🥵🥵,,Tiktok
team work 🥰,,Tiktok
you should do a fortnight game 100 players on a island paint ball guns one winner takes home what ever prize you wish to give that would be cool to watch,,Tiktok
Btw me and my family love the beast games like we watch it all the time,,Tiktok
Mr beast when is episode 4 coming?,,Tiktok
Remake season 2 of SG !!,,Tiktok
If you reply that would be crazy,,Tiktok
mr beast you make a new squids games,,Tiktok
Icl I was excited for it last week now it's been out 4 days still haven't watched it I can't believe it's one episode a week like bro 💔,,Tiktok
I really like your videos on Youtube and Tik tok. If one day I could participate in one of your videos,,Tiktok
did you make that boy go home ? how he gone lose then change his mind and make everybody go home with him ?,,Tiktok
No way exiles and now ninja,,Tiktok
Even Mr beast if gonna leave vexbolts in 2024,,Tiktok
[photo],,Tiktok
hi from Cyprus Pafos City,,Tiktok
Jimmy bro ts is BUNS🙏😭,,Tiktok
I’m Gonna Watch it MrBeast,,Tiktok
day 1 of asking Mr beast to follow me,,Tiktok
Mr Beast is the best,,Tiktok
Mr beast is part of unfollowing vexbolts on December 31st,,Tiktok
imagine if mr beast responds to this comment,,Tiktok
I knew it when he said massive😭,,Tiktok
its awwwwful full of fake crying adults acting like spoilt little children it was cringe i couldn't watch it.,,Tiktok
Ain't no way Mrbeast follow Vexbolts💀,,Tiktok
why u follow @Vexbolts 🤨,,Tiktok
Are u unfollowing vexbolts on 31st 😭🙏,,Tiktok
Hello mrbeast follow me bro☺️☺️,,Tiktok
follow me 🥺🥺❤️10k😭,,Tiktok
CR7 the best world ✋🏻,,Tiktok
MR Beast Iam Cheurfa Badis Ilove you,,Tiktok
moot chain 👇,,Tiktok
teamwork,,Tiktok
"Come to Russia to clean black sea, so no mazut will be there",,Tiktok
Mrbeast should start a Youtube channel,,Tiktok
I already watched it,,Tiktok
fastest unexpected edit,,Tiktok
I need support guys,,Tiktok
I need support guys,,Tiktok
Mr beast Low taper fade edit Before GTA 6😭🙏💀,,Tiktok
hi mr.beast can you make SU BINGTIAN and ISHOWSPEED race cuz i want to see if ishowspeed faster than SU BINGTIAN,,Tiktok
We have been watching with our kids and love it!,,Tiktok
my cantery Bangladesh m best love u your video,,Tiktok
it's in roblox,,Tiktok
Bro followed vexbolt,,Tiktok
Get this comment to 10k if your poor🙏,,Tiktok
youre following vexbolts too😭,,Tiktok
Bro follows @Vexbolts 😭😭🙏🏻🙏🏻,,Tiktok
even mr beast is draging the meme😭🙏,,Tiktok
spread the word about unfollowing vexbolts,,Tiktok
mrbeast unfollowing vexbolts on the 31st too 💀,,Tiktok
Broa following @Vexbolts 😭😭,,Tiktok
Will low taper fade make it to 2025 😭,,Tiktok
are you unfollowing vexbolts,,Tiktok
Pin this,,Tiktok
Even you wanna join the vexbolts mass unfollowing. yeah mass-ive,,Tiktok
Post the other Episodes on YouTube🙏,,Tiktok
mr beast should moot up,,Tiktok
Bro Mr beast is following vex bolts,,Tiktok
here dont spend it all in one place brotha,,Tiktok
Bro is even following vexbolts,,Tiktok
Collab with vexbolts,,Tiktok
You should make a beast game on prime video,,Tiktok
"vexbolts mass unfollowing dec 31th, spread the word",,Tiktok
plz followback me,,Tiktok
finna watch it on some !llegal site(jk),,Tiktok
mrbeast as always being the best,,Tiktok
Bro coming to 2025,,Tiktok
Mrbeast followed vexbolts,,Tiktok
Members dragging it out,,Tiktok
CAN I GET A HI @MrBeast,,Tiktok
The one the only MrBeast,,Tiktok
when i heard massive i knew its over…💔,,Tiktok
Remind me when ninja gets a low taper fade,,Tiktok
ARE YOU PARTICIPATING IN THE VEXBOLTS MASSIVE UNFLOLLOWING?!,,Tiktok
Ninja needs to be in Beast Games 😂,,Tiktok
Bro made this with simple edit 🙏,,Tiktok
Even Mr.Beast is dragging the meme 😭,,Tiktok
Didn’t know I was a better editor than Mr beast,,Tiktok
the fact that he's using capcut is crazy,,Tiktok
I saw that coming,,Tiktok
teamwork,,Tiktok
On mr beast official channel,,Tiktok
beast come to Nigeria,,Tiktok
Flamingos reaction the best,,Tiktok
Jynkzi thought him clip farming💔,,Tiktok
guys why am i soo pretty???,,Tiktok
People from the US check ✋,,Tiktok
when is episode 4 coming out?,,Tiktok
Jimmy are you gonna launch them on Youtube as wel?? (pls),,Tiktok
I’ve watched it soo good,,Tiktok
Mass OkCron unfollowing on January 1st 2025,,Tiktok
"Hello Mr Beast, could you clear the Black Sea of   oil?",,Tiktok
:notice me Mr beasts,,Tiktok
Pls can we leave low taper fade in 2024,,Tiktok
Just about to say that in comments 😞,,Tiktok
Will the goat reply? (Idc if you don’t I just love your content!✨),,Tiktok
mr beast,,Tiktok
Vexbolts mass unfollowing on December 31st 2024,,Tiktok
mr beast,,Tiktok
It’s so massive that Mrbeast is dragging it 💀,,Tiktok
"Jimmy, great video, I always watch you!",,Tiktok
Okay honestly this show is AMAZING LIKE I CANT STOP WATCHING,,Tiktok
Mr beast hire me to edit for you 🙏,,Tiktok
@Colin 😂,,Tiktok
Nahh even Mr Beast,,Tiktok
Mr beast,,Tiktok
Your bald lil bro ☠️,,Tiktok
bros youtube earnings are massivr too,,Tiktok
mr beast,,Tiktok
we leaving mr.beast in 2024 after this right?,,Tiktok
Mr beast toooo is CRAZYY so massive ……. And you know what else is massive LOWTAPERFADE,,Tiktok
mr beast,,Tiktok
This meme is my favourite. It’s so good I play it on my 10000” Massive Projector Screen.,,Tiktok
mr beast,,Tiktok
mr beast,,Tiktok
Mr beast,,Tiktok
Hi mr beast can you do like 100kids circle if you do it am here am Georgian,,Tiktok
Mrbeast,,Tiktok
Imagine MrBeast commented on a little small been like me,,Tiktok
@Syxd @:D @acorenzzpoo @(Jason),,Tiktok
Mr beast,,Tiktok
Mr beast,,Tiktok
Mr beast,,Tiktok
mr beast,,Tiktok
mr beast,,Tiktok
You Mistreated ppl making the beast games. Are human rights a joke to you @🪬R.B🪬,,Tiktok
mr beast,,Tiktok
mrBeast,,Tiktok
Mr beast,,Tiktok
mr beast,,Tiktok
mr beast,,Tiktok
hello admin mr beast👋👋,,Tiktok
Mr beast,,Tiktok
@🧸♡- 𝐑 𝐀 𝐁 𝐁 𝐈 -🎀🦋  reported 😭🙏,,Tiktok
